employee_id,first_name,last_name,gender,date_of_birth,email,phone,department_id,department_name,job_title,employment_type,join_date,salary,status,location,manager_id,years_experience
EMP007909,,Brown,M,1970-09-12,emp007909@company.lk,0755267535,D004,Marketing,Content Writer,,2021/05/08,139994.48,on leave,Gampaha,EMP011722,26
EMP010027,Amali,Bandara,FEMALE,28/09/1998,emp010027@company.lk,0784485494,D008,Info Tech,Cybersecurity Analyst,Contract,10-29-2020,347281.04,active,Kandy,EMP017273,4
EMP000613,Navodya,Jones,Woman,10-28-1989,emp000613@company.lk,0793894510,D009,legal,Compliance Officer,Part-Time,"January 04, 2012",218463.34,Terminated,Matara,,3
EMP004603,Nadeesha,Miller,f,08-30-1995,emp004603@company.lk,0791136023,D009,legal,Compliance Officer,full-time,"August 01, 2011",279939.22,Active,Kandy,EMP017063,3
EMP001172,Menaka,Gunasekara,Man,1972/01/31,emp001172@company.lk,0742771427,D010,RnD,Innovation Lead,Permanent,2017/11/24,290600.48,ACTIVE,Galle,EMP004265,13
EMP015742,Ava,Garcia,FEMALE,1987/05/14,emp015742@company.lk,0728389793,D009,LEGAL,Compliance Officer,full-time,2024/07/16,210339.73,On Leave,Negombo,EMP015689,0
EMP007809,Buddhika,Jones,f,"March 31, 1973",emp007809@company.lk,N/A,D004,Marketting,Digital Marketer,full-time,"March 31, 2010",300344.37,Inactive,Jaffna,EMP006810,2
EMP006440,Dasun,Wickramasinghe,MALE,10-01-1972,emp006440@company.lk,0766498484,D011,Administration,FACILITIES MANAGER,CONTRACT,2021-05-17,219957.12,Inactive,Colombo,EMP003171,7
EMP013450,Mohamed,Dissanayake,M,20 Apr 1971,emp013450@company.lk,0775724091,D004,Mktg,SEO Specialist,permanent,2016-08-09,82940.78,Terminated,,EMP018431,16
EMP015665,,Dissanayake,male,1973-10-14,emp015665@company.lk,0715484122,D012,Proc,Vendor Manager,Contract,07 Sep 2017,223605.03,Active,Negombo,EMP019802,
EMP014300,Hiruni,Thomas,Man,"August 03, 1986",emp014300@company.lk,0752194565,D001,Enginering,Senior Engineer,Permanent,2024-07-24,187684.36,On Leave,Matara,EMP011535,8
EMP017328,Samantha,Ranasinghe,Woman,1982/08/30,emp017328@company.lk,0771463332,D009,LEGAL,Compliance Officer,Full-Time,2011-07-11,124293.84,terminated,Kandy,EMP010980,5
EMP009049,Dhanuka,Wijesinghe,Man,1981/04/28,emp009049@company.lk,0777323130,D005,Fiance,Internal Auditor,permanent,05-20-2020,208359.4,Inactive,Galle,EMP009298,27
EMP016810,Olivia,Silva,MALE,1998-12-21,emp016810@company.lk,0789336011,D010,r&d,Product Developer,full-time,01 Jul 2020,220844.86,on leave,Galle,EMP018248,1
EMP019175,Piumali,Dissanayake,male,1986-03-03,emp019175@company.lk,0756241724,D006,Operations,Supply Chain Analyst,full-time,"November 24, 2017",69501.42,active,Negombo,EMP003375,1
EMP008426,Rashmi,Silva,Female,11-27-1983,emp008426@company.lk,0725797222,D011,Administraton,Executive Assistant,Full-Time,20 Dec 2014,295095.78,terminated,Kurunegala,EMP011983,3
EMP017282,Matthew,Rajapaksa,MALE,25 Jan 1971,emp017282@company.lk,0791156060,D002,Human Resource,Recruiter,,28/10/2010,106791.24,terminated,Colombo,EMP014031,20
EMP009517,,Gunawardena,f,18/05/1988,emp009517@company.lk,0736877611,D001,ENGINEERING,Solution Architect,,2018/06/21,130999.02,Terminated,Colombo,EMP016204,12
EMP003304,Ava,Jones,Woman,11-28-1981,emp003304@company.lk,N/A,D005,FINANCE,Payroll Officer,CONTRACT,"December 11, 2013",93682.99,on leave,,EMP011847,3
EMP008897,Sarah,Anderson,M,06/09/1992,emp008897@company.lk,0712736152,D008,Information Technology,System Admin,Full-Time,"December 05, 2018",250291.78,On Leave,Jaffna,EMP003332,2
EMP008164,Hasini,Wickramasinghe,F,29/07/1983,emp008164@company.lk,0799699230,D006,Ops,Logistics Coordinator,permanent,04-20-2015,70900.64,Terminated,Matara,EMP006506,
EMP019757,Avanthi,White,Male,21/10/1987,emp019757@company.lk,0751621102,D004,Mktg,SEO Specialist,Contract,2013-12-09,139963.46,Inactive,Gampaha,EMP005619,
EMP007069,Bhanuka,Miller,M,1971/10/01,emp007069@company.lk,0716621150,D071,Sale,Sales Executive,full-time,2013-12-08,185601.51,Inactive,Matara,EMP015540,27
EMP009057,Rangi,Wilson,male,1988/04/15,emp009057@company.lk,0747196940,D004,Marketing,Brand Manager,permanent,14/05/2012,,Inactive,Negombo,EMP018326,24
EMP013923,Kumari,Jayawardena,Woman,1995-11-23,emp013923@company.lk,0765721740,D012,Proc,Vendor Manager,,19/03/2014,35036.58,Active,Kandy,EMP012378,12
EMP018999,Kavindu,Wijesinghe,Woman,"December 04, 1987",emp018999@company.lk,0727160549,D008,Information Technology,Cloud Engineer,CONTRACT,17 May 2011,245503.77,Active,Gampaha,EMP016368,27
EMP004622,Rajith,Wilson,m,"November 04, 1999",emp004622@company.lk,0794978899,D001,Enginering,Tech Lead,,27 Apr 2013,204040.73,Terminated,Matara,EMP013174,22
EMP008878,Dilani,Mendis,F,22/01/1977,emp008878@company.lk,0727103592,D009,legal,Legal Counsel,Full-Time,2021/03/24,143628.89,active,Kurunegala,EMP003667,21
EMP001640,Priya,Brown,m,1992-05-08,emp001640@company.lk,0722686205,D008,I.T.,Cybersecurity Analyst,Part-Time,23 Dec 2016,342303.28,On Leave,Negombo,EMP016659,21
EMP007517,Kevin,Ilangasinghe,female,13 Oct 2000,emp007517@company.lk,0739435182,D008,IT,System Admin,,02-03-2014,293814.93,active,,EMP016422,22
EMP008304,Asanka,Wickramasinghe,F,"November 14, 1991",emp008304@company.lk,0746059216,D006,OPERATIONS,Operations Manager,Part-Time,2022/11/04,239602.96,Inactive,Gampaha,,25
EMP006472,Mohamed,White,M,1981/11/04,emp006472@company.lk,0723277546,D006,Operatons,Operations Manager,full-time,2019/06/13,56488.33,terminated,Gampaha,EMP008105,25
EMP004739,Samantha,Anderson,F,03-18-1972,emp004739@company.lk,0743610763,D002,Humaan Resources,HR Manager,CONTRACT,2015/10/06,165292.24,ACTIVE,Gampaha,EMP014078,29
EMP016359,Mia,Ranasinghe,Male,12 Jan 1971,emp016359@company.lk,0759520073,D002,Humaan Resources,HR Analyst,full-time,12 Aug 2015,36245.75,Active,Gampaha,EMP012757,15
EMP006286,Shehan,Harris,male,"August 17, 1992",emp006286@company.lk,0793598322,D011,Administraton,Executive Assistant,Permanent,01-20-2016,211131.91,terminated,Galle,EMP017124,
EMP017629,Menaka,Harris,Male,1977-02-22,emp017629@company.lk,0717237491,D007,Cust Support,Senior Support Agent,,2016/08/13,235528.61,active,Colombo,EMP001357,27
EMP000729,Ava,Taylor,female,1972-08-12,emp000729@company.lk,0798214212,D008,Info Tech,IT Support,CONTRACT,05/12/2015,103382.86,Inactive,Galle,EMP011918,7
EMP007568,Piumali,Jayasuriya,FEMALE,1999/08/27,emp007568@company.lk,0796635172,D008,it,Cloud Engineer,Permanent,2011/08/10,82890.16,ACTIVE,Negombo,EMP007981,19
EMP013942,Avanthi,Weerasinghe,female,08-16-1985,emp013942@company.lk,0786895824,D005,Finance,Finance Analyst,Part-Time,2020/06/17,61228.19,Inactive,Matara,EMP019203,30
EMP010435,Harper,Pathirana,m,"May 17, 1975",emp010435@company.lk,N/A,D006,OPERATIONS,Operations Executive,full-time,06-12-2024,65277.91,On Leave,Colombo,EMP019703,28
EMP010407,Dinesh,Perera,female,11-02-1987,emp010407@company.lk,0758728153,D005,finance,Accountant,Full-Time,24/12/2022,301655.67,On Leave,Galle,EMP000033,3
EMP013544,Sachini,Gunawardena,Female,1994-05-26,,0730474736,D010,Research & Dev,PRODUCT DEVELOPER,permanent,2017-04-17,77556.39,On Leave,Colombo,EMP015791,15
EMP010449,Lakshmi,Thomas,female,28/10/1984,emp010449@company.lk,0713880681,D006,operations,Operations Manager,Full-Time,08-29-2011,104440.46,Inactive,Negombo,EMP000806,28
EMP016841,Fathima,Abeywickrama,FEMALE,23 Oct 1971,emp016841@company.lk,0713848362,D006,OPERATIONS,Operations Executive,Part-Time,2014-12-01,276596.2,Active,Jaffna,EMP005576,15
EMP019255,Chris,Weerasinghe,Woman,21 Feb 2000,emp019255@company.lk,0730493341,D011,ADMIN,Admin Executive,Contract,10/11/2012,160372.78,ACTIVE,Kurunegala,EMP009482,28
EMP010382,Buddhika,Wijesinghe,MALE,1974/02/10,emp010382@company.lk,0759978873,D003,Sale,Account Manager,CONTRACT,14 May 2024,36321.24,terminated,Gampaha,,16
EMP013983,Kavindu,Senanayake,Man,05 Mar 1979,emp013983@company.lk,N/A,D002,Humaan Resources,Recruiter,permanent,2012/06/29,149114.21,active,Gampaha,EMP001234,23
EMP008954,Buddhika,Dassanayake,Woman,30/01/1997,emp008954@company.lk,0794848102,D010,R&D,Research Scientist,permanent,04/02/2011,306325.37,active,Kurunegala,,28
EMP003377,Dilani,Jackson,Female,09 Oct 1989,emp003377@company.lk,0789619611,D004,Mktg,SEO Specialist,Part-Time,2017-04-18,296878.89,On Leave,Matara,EMP007821,19
EMP007687,Oshadi,Pathirana,m,17/09/1979,emp007687@company.lk,0775479514,D001,Enginering,Tech Lead,CONTRACT,12 Feb 2024,263200.23,active,Matara,EMP010318,22
EMP002775,Priya,Pathirana,M,07/09/1994,emp002775@company.lk,0781087712,D009,Legel,Legal Analyst,CONTRACT,2015-08-27,340816.81,Inactive,Jaffna,,1
EMP017014,David,Fernando,male,1998-11-07,emp017014@company.lk,0715613525,D005,FINANCE,Budget Analyst,Contract,2023-03-17,110634.08,On Leave,Colombo,EMP018237,24
EMP000727,James,Martin,Female,01/04/1970,emp000727@company.lk,0753063605,D012,procurement,Supply Manager,Permanent,"August 25, 2022",215546.69,on leave,Galle,EMP001072,19
EMP008695,Priya,Anderson,Woman,04-01-1999,emp008695@company.lk,0777822897,D010,Research & Dev,Lab Technician,Contract,2017-01-05,147757.43,active,Matara,EMP004001,10
EMP007384,Priya,Wijesinghe,female,1981-11-25,emp007384@company.lk,0732714567,D003,SALES,Sales Executive,full-time,03/10/2015,159096.25,on leave,Gampaha,EMP007795,20
EMP000674,Hasini,Hettiarachchi,m,"May 05, 1991",emp000674@company.lk,0742374658,D012,Procurement,Purchasing Executive,CONTRACT,"June 17, 2011",182119.02,Active,Jaffna,EMP007090,28
EMP008355,Anjali,Davis,Male,08-27-1995,emp008355@company.lk,0772598281,D003,SALES,Business Dev Executive,Contract,"January 10, 2021",314845.89,Terminated,Colombo,EMP002482,5
EMP016222,Menaka,Hettiarachchi,MALE,,emp016222@company.lk,0767487765,D004,Mktg,Content Writer,permanent,2015-04-01,142570.7,active,Galle,EMP019825,21
EMP004165,Michael,Miller,M,,emp004165@company.lk,0746304259,D005,Finance,Finance Analyst,full-time,2021/05/25,50532.72,Terminated,Jaffna,EMP001670,22
EMP018052,David,Abeywickrama,FEMALE,1971-06-29,emp018052@company.lk,0754368447,D001,Engineering,SOLUTION ARCHITECT,Full-Time,15 May 2021,135326.04,terminated,Galle,EMP007041,5
EMP007538,Rashmi,Martin,MALE,1970/06/04,emp007538@company.lk,0721581478,D001,ENGINEERING,QA Engineer,permanent,"May 28, 2016",81038.86,Active,Gampaha,EMP007257,16
EMP009418,Ava,Wilson,Woman,17 Dec 1970,emp009418@company.lk,0774579797,D093,Procurment,Vendor Manager,full-time,10/02/2017,274487.94,terminated,Negombo,,21
EMP008320,Suresh,Kodituwakku,MALE,17/06/1993,emp008320@company.lk,N/A,D001,Engineering,QA Engineer,Part-Time,2017-09-17,348757.94,terminated,Galle,EMP002351,12
EMP003041,Tharushi,Wimalasuriya,Female,"August 28, 1983",emp003041@company.lk,N/A,D006,OPERATIONS,Process Engineer,,14/06/2013,136772.65,active,Kurunegala,EMP008385,25
EMP010131,Mohamed,Bandara,male,02-26-1996,emp010131@company.lk,0756475875,D005,Finance,Internal Auditor,Full-Time,"February 06, 2011",133192.61,active,,EMP015457,22
EMP017016,Isabella,Samaraweera,F,1970-11-05,emp017016@company.lk,0717427353,D010,R&D,Product Developer,full-time,03-23-2022,236666.21,active,Jaffna,EMP008309,4
EMP005419,Chamath,Gamage,f,"July 08, 1981",emp005419@company.lk,0772828300,D012,Procurement,CATEGORY ANALYST,Part-Time,14/08/2020,223853.94,Terminated,Gampaha,EMP003169,6
EMP008832,Ava,Taylor,Male,1981-06-15,,0795014497,D012,Procurement,Procurement Officer,,2017/07/28,180283.49,on leave,Negombo,EMP019360,17
EMP005316,Malini,Thomas,MALE,"August 21, 1990",emp005316@company.lk,0746312988,D008,Information Technology,IT Support,,2014-08-20,56257.2,ACTIVE,Negombo,EMP013203,
EMP002061,Nuwan,Garcia,F,06-17-1979,emp002061@company.lk,0749951434,D010,Research and Development,Product Developer,CONTRACT,12-27-2010,161427.53,Terminated,Colombo,EMP017423,5
EMP010302,Gayan,Ilangasinghe,F,03-09-1970,emp010302@company.lk,0747647416,D003,sales,Sales Coordinator,Permanent,"June 05, 2024",160518.57,ACTIVE,Matara,EMP017371,16
EMP013295,Michael,Goonatilleke,m,1975/05/07,,0719630244,D072,Slaes,Regional Sales Lead,permanent,2014/10/14,148186.72,on leave,Colombo,EMP002187,0
EMP013655,Rangi,Gunawardena,m,1990-01-08,,0746609791,D011,Administration,Admin Executive,Contract,2023/09/18,189964.91,Inactive,,EMP009348,0
EMP016313,Iresha,Davis,Female,,emp016313@company.lk,0746424595,D003,Sales,Sales Executive,Full-Time,"November 01, 2013",140148.43,On Leave,Jaffna,EMP000734,4
EMP015078,Dasun,Kodituwakku,F,1977-07-11,emp015078@company.lk,N/A,D003,Sales,Sales Manager,Full-Time,"January 06, 2010",292799.57,On Leave,Gampaha,EMP004317,5
EMP014124,Lakshmi,Smith,f,1984/02/04,emp014124@company.lk,0785554910,D004,Marketing,Brand Manager,permanent,"August 13, 2021",212733.63,on leave,Jaffna,EMP003678,5
EMP000350,Anjali,Wilson,male,1981/06/08,emp000350@company.lk,0750194740,D011,admin,Executive Assistant,permanent,16 Apr 2015,319907.05,Active,Galle,EMP007458,23
EMP015968,Suresh,Anderson,f,"October 28, 1990",emp015968@company.lk,0798492229,D012,Proc,Vendor Manager,,2022/09/05,320196.07,active,,,1
EMP002805,Sachini,Senanayake,f,"August 08, 1982",emp002805@company.lk,0742725812,D007,Customer service,Customer Success Manager,Permanent,03/05/2013,81789.9,terminated,Colombo,EMP004533,14
EMP000434,Michael,Goonatilleke,M,12-31-1973,emp000434@company.lk,0767621412,D010,R&D,Innovation Lead,Permanent,2014/09/09,251912.9,on leave,Colombo,EMP008293,9
EMP018286,Chathura,Garcia,Woman,1991-05-28,emp018286@company.lk,0712297212,D009,Legal,Legal Counsel,Full-Time,2019/05/08,148216.26,active,Kandy,EMP003662,0
EMP002111,Ryan,Kodituwakku,m,08-16-1995,emp002111@company.lk,0732725140,D012,PROCUREMENT,Vendor Manager,Permanent,09-27-2014,197425.6,Inactive,Gampaha,EMP019267,1
EMP003686,Lakshmi,Dassanayake,MALE,1977/04/15,emp003686@company.lk,0715449070,D006,operations,Supply Chain Analyst,CONTRACT,2010/09/13,204052.17,On Leave,Negombo,EMP002961,22
EMP004293,Lakshmi,Gunawardena,MALE,"February 13, 2000",emp004293@company.lk,0728425414,D009,LEGAL,Paralegal,Contract,2022/03/10,148962.54,on leave,Kandy,EMP005968,13
EMP006443,Thilina,Smith,MALE,25/11/1980,emp006443@company.lk,0764506941,D012,Procurement,Category Analyst,CONTRACT,22/06/2023,,Active,Jaffna,EMP003982,15
EMP013096,Shalini,Jayawardena,F,1973-08-13,,N/A,D001,Enginering,Tech Lead,Contract,2011/03/11,110602.29,ACTIVE,Jaffna,,25
EMP002392,Piumali,Jayawardena,Male,1983-10-06,emp002392@company.lk,0724925028,D002,Human Resources,HR Manager,Permanent,2020/06/04,296543.99,Inactive,Colombo,EMP002573,27
EMP003470,Kasun,Seneviratne,FEMALE,1971-11-17,emp003470@company.lk,0732937647,D001,Enginering,Tech Lead,Contract,02 Mar 2012,304278.96,Terminated,Matara,EMP010863,1
EMP003077,Iresha,Martin,f,27/01/1994,emp003077@company.lk,0753917780,D009,Legel,Legal Counsel,CONTRACT,2016-08-11,182984.87,active,Matara,EMP017823,29
EMP002558,Charlotte,Jackson,Female,11-04-1970,emp002558@company.lk,N/A,D006,operations,Operations Executive,Full-Time,"June 04, 2015",132021.38,on leave,Galle,EMP005278,23
EMP001281,Malini,Wimalasuriya,Female,29 Apr 1991,emp001281@company.lk,0743873665,D012,Proc,Procurement Officer,full-time,30/09/2015,338866.22,Terminated,,EMP018221,20
EMP008553,Shehan,Ilangasinghe,male,1989-10-26,emp008553@company.lk,0773333520,D011,ADMIN,Facilities Manager,,"November 16, 2010",132845.12,On Leave,Colombo,EMP002390,20
EMP017872,Kithsiri,White,FEMALE,1999/08/17,emp017872@company.lk,0724456790,D011,ADMIN,Records Officer,Contract,2017/03/17,93559.19,terminated,Galle,EMP014611,2
EMP001980,Daniel,Amarasinghe,MALE,03 Jan 1974,emp001980@company.lk,0718219055,D009,Law,Legal Counsel,Contract,05-22-2015,97573.78,terminated,Negombo,,12
EMP005534,Mia,Liyanage,FEMALE,13 Jun 1977,emp005534@company.lk,N/A,D011,ADMIN,Executive Assistant,Full-Time,2024/02/05,293238.75,Active,Jaffna,,15
EMP006935,Vishwa,Martin,Male,30 Mar 1976,emp006935@company.lk,0750063225,D009,legal,Compliance Officer,Part-Time,17/10/2015,72897.7,Inactive,Matara,EMP014257,4
EMP019366,Sophia,Taylor,M,06-17-1977,emp019366@company.lk,0758886226,D008,IT,IT Support,,23 Dec 2014,186481.77,terminated,Galle,EMP014996,8
EMP018127,Suresh,,m,1997/05/01,emp018127@company.lk,0713298182,D002,human resources,HR Executive,Permanent,10-03-2012,104070.1,terminated,,EMP012516,8
EMP010325,Dinesh,Hettiarachchi,m,,emp010325@company.lk,0787823051,D007,Customer service,Support Team Lead,Contract,08/01/2017,174820.09,Active,Gampaha,,11
EMP004564,Nuwan,Harris,Man,31 Oct 1975,emp004564@company.lk,0751112147,D012,Procurment,Supply Manager,Permanent,2018/03/09,36482.58,active,Matara,EMP005045,28
EMP013206,Rashmi,,MALE,2000/08/01,emp013206@company.lk,0762685295,D002,H.R.,Compensation Analyst,CONTRACT,18 Feb 2024,247985.54,On Leave,Kurunegala,EMP003105,15
EMP012199,Navodya,Miller,M,24/10/1995,emp012199@company.lk,0768766476,D003,Sale,Sales Executive,full-time,2021/02/21,335282.23,Inactive,,EMP014814,19
EMP001591,Harsha,Ranasinghe,MALE,1986/11/22,emp001591@company.lk,0719559882,D002,human resources,Compensation Analyst,Part-Time,10-22-2023,233630.14,Active,Colombo,EMP003099,9
EMP004349,Fathima,Anderson,Male,,emp004349@company.lk,N/A,D003,Slaes,Business Dev Executive,Contract,09-08-2017,242178.17,ACTIVE,,EMP008499,0
EMP013986,Oshadi,Goonatilleke,FEMALE,31 Mar 1975,emp013986@company.lk,0721235360,D004,Mktg,Digital Marketer,Full-Time,15 May 2022,95503.5,terminated,Jaffna,EMP017290,25
EMP014215,Shalini,Rajapaksa,Man,06 Jul 1972,emp014215@company.lk,0796740720,D005,Finance,Budget Analyst,permanent,2011-10-28,80136.16,Terminated,,EMP010828,9
EMP003447,Nethmi,Pathirana,f,03/10/1970,emp003447@company.lk,0777910748,D006,Operations,Operations Manager,Part-Time,07-27-2020,66580.02,active,Jaffna,EMP018415,6
EMP010945,,Gamage,M,11-30-1977,emp010945@company.lk,0754174617,D009,LEGAL,Paralegal,Part-Time,"February 06, 2019",146813.49,active,Gampaha,EMP005950,7
EMP005342,Priya,Brown,M,11/05/1987,emp005342@company.lk,0794612851,D010,RnD,R&D Engineer,Permanent,2020-06-07,176723.05,On Leave,Jaffna,EMP000115,27
EMP002833,Oshadi,Gamage,male,1980/01/28,emp002833@company.lk,0794379805,D007,Cust Support,Support Agent,Full-Time,"November 26, 2021",62310.51,Active,Negombo,EMP014918,18
EMP002780,Piumali,Gunawardena,m,11-07-1972,emp002780@company.lk,0764043528,D010,RnD,Innovation Lead,permanent,2012/12/20,313576.0,On Leave,Colombo,EMP016621,15
EMP005762,Chanaka,Kodituwakku,Woman,1983-06-02,emp005762@company.lk,N/A,D001,Engineering,DevOps Engineer,Part-Time,"August 22, 2017",,active,Galle,EMP000340,30
EMP009328,Isuru,Karunaratne,f,1998-01-03,emp009328@company.lk,0738622839,D008,I.T.,System Admin,Permanent,"December 13, 2014",291832.85,Active,Galle,EMP002734,13
EMP007573,Sanduni,Jones,f,1971/01/06,emp007573@company.lk,0765954919,D004,MARKETING,Digital Marketer,CONTRACT,2016/11/05,171694.95,on leave,Galle,EMP011005,11
EMP011854,Dasun,Kodituwakku,f,"May 26, 1994",emp011854@company.lk,0794438650,D009,Legal,Compliance Officer,CONTRACT,20/07/2020,325066.81,On Leave,Colombo,EMP003857,15
EMP008458,Iresha,Perera,MALE,12/10/1982,emp008458@company.lk,N/A,D006,OPERATIONS,Operations Executive,Part-Time,13/06/2016,213399.16,terminated,Gampaha,EMP016711,27
EMP001654,Chamara,Harris,Female,27/11/1994,emp001654@company.lk,0743649169,D010,Research & Dev,R&D Engineer,Permanent,08-01-2014,338960.99,terminated,,EMP005381,28
EMP002385,Amali,Brown,female,10-03-1993,emp002385@company.lk,0781765125,D009,Law,Paralegal,full-time,17/10/2019,129477.41,On Leave,Kandy,EMP018811,27
EMP001787,Thisari,Williams,m,02-17-1998,emp001787@company.lk,0726685794,D005,Fin,FINANCE ANALYST,Part-Time,"January 09, 2013",252801.77,Terminated,Kurunegala,,23
EMP003351,Arjun,Davis,f,19/09/1984,emp003351@company.lk,0777762920,D011,ADMIN,Office Manager,CONTRACT,2013/11/06,125486.14,ACTIVE,Galle,EMP013779,21
EMP017562,Kithsiri,Senanayake,Male,08-08-1983,emp017562@company.lk,0741031691,D005,finance,Finance Analyst,Part-Time,2017-03-04,,Active,Galle,EMP011347,15
EMP006483,Anjali,Weerasinghe,Female,29 Jun 1982,,0744619901,D001,Enginering,QA Engineer,CONTRACT,03-19-2021,84280.17,On Leave,Kurunegala,EMP013270,28
EMP003382,Harsha,Smith,f,1980-05-29,emp003382@company.lk,0718873549,D006,Ops,Supply Chain Analyst,Contract,07-25-2021,211561.57,Active,Kurunegala,EMP005396,14
EMP010568,Lasith,Gamage,Female,1971/02/23,emp010568@company.lk,0734124072,D004,marketing,Campaign Manager,Permanent,11 Jul 2017,174454.76,on leave,Gampaha,EMP000432,11
EMP000010,Sanduni,Karunaratne,M,,emp000010@company.lk,0765259205,D011,Admin,Records Officer,full-time,19 Mar 2014,281090.93,on leave,Jaffna,EMP007458,21
EMP007850,Ryan,Jones,female,"December 12, 1974",emp007850@company.lk,0736610410,D007,CS,Senior Support Agent,Full-Time,05-23-2016,206554.88,on leave,Galle,EMP015241,15
EMP013215,Dasun,Dassanayake,Female,1987/02/05,emp013215@company.lk,0722864519,D002,human resources,HR Analyst,full-time,06-02-2020,175616.9,on leave,Matara,EMP018401,15
EMP018383,Hasini,Jayawardena,MALE,07-22-1991,emp018383@company.lk,0749839330,D003,sales,SALES EXECUTIVE,full-time,2012-05-11,55977.96,Terminated,Kurunegala,EMP002150,
EMP015535,Alex,Miller,male,08-10-1996,emp015535@company.lk,N/A,D006,OPERATIONS,Logistics Coordinator,Part-Time,18/04/2023,228791.42,Terminated,Jaffna,EMP012368,7
EMP015533,Harper,Kodituwakku,FEMALE,14/08/1986,emp015533@company.lk,0723946207,D012,Procurment,Vendor Manager,Full-Time,10/10/2015,289650.48,active,,EMP012087,8
EMP002720,Mia,Jayasuriya,Female,07/10/1997,emp002720@company.lk,0722990684,D004,marketing,Campaign Manager,Permanent,"March 14, 2010",328193.03,ACTIVE,Galle,EMP002298,14
EMP012891,Lakshmi,Gunasekara,Man,03 Jun 1992,emp012891@company.lk,0769741807,D006,Ops,Operations Manager,Full-Time,28 Oct 2021,333378.22,active,Gampaha,EMP011896,14
EMP008597,Lakshmi,Abeywickrama,Female,1993/04/15,,0723855585,D009,Law,Legal Analyst,CONTRACT,24 Apr 2023,345986.26,Inactive,Matara,EMP019188,13
EMP013843,Hiruni,Seneviratne,Woman,31/08/1985,emp013843@company.lk,0725701387,D011,Admin,Facilities Manager,permanent,27 Mar 2015,246332.2,active,Matara,EMP019662,18
EMP006561,Oshadi,Hettiarachchi,Man,1998/01/11,emp006561@company.lk,0768541148,D003,Sales,Regional Sales Lead,Contract,25 Dec 2015,254031.71,Active,,EMP000267,19
EMP009605,Hiruni,Weerasinghe,female,11/09/1991,emp009605@company.lk,0774724332,D011,admin,Executive Assistant,Full-Time,"June 28, 2019",81613.16,ACTIVE,Kandy,EMP003246,21
EMP017616,Roshan,Fernando,FEMALE,1993-12-23,emp017616@company.lk,0784760525,D011,ADMIN,Admin Executive,full-time,03-24-2024,37979.4,terminated,Kurunegala,EMP019080,
EMP010566,Arjun,Williams,MALE,"January 18, 1993",emp010566@company.lk,0758535398,D011,Administraton,Admin Executive,Contract,04/12/2020,87029.75,terminated,,,9
EMP008336,Ravindu,Fernando,Man,,emp008336@company.lk,0733223066,D011,ADMIN,Facilities Manager,Permanent,"June 26, 2020",308352.3,On Leave,Colombo,,
EMP002267,Suresh,Abeywickrama,Male,1973-03-27,emp002267@company.lk,0796425459,D009,LEGAL,Contract Manager,permanent,04-10-2017,39355.19,Terminated,Jaffna,EMP008148,29
EMP004447,Chris,Johnson,Male,19/06/1976,emp004447@company.lk,0774198155,D007,Cust Support,Senior Support Agent,Full-Time,25/03/2011,104658.03,ACTIVE,Matara,EMP006092,8
EMP014473,Nimal,Weerasinghe,F,12-26-1999,emp014473@company.lk,0783076551,D009,Legal,Contract Manager,Part-Time,"August 08, 2012",134676.24,ACTIVE,Matara,EMP002968,2
EMP007554,Anjali,Garcia,f,02 Oct 1979,emp007554@company.lk,0779410771,D003,Sale,SALES EXECUTIVE,,05-14-2015,,On Leave,,EMP007915,19
EMP012188,Kaveesha,Johnson,MALE,"July 31, 1977",emp012188@company.lk,0786116915,D005,finance,Accountant,,23/11/2021,,On Leave,Gampaha,EMP012150,
EMP010563,Amelia,Harris,Male,"February 03, 1979",emp010563@company.lk,N/A,D009,LEGAL,Compliance Officer,Part-Time,09 Dec 2017,,terminated,Matara,EMP013220,18
EMP007165,Alex,Rajapaksa,F,23/04/1997,emp007165@company.lk,0742953089,D006,OPERATIONS,PROCESS ENGINEER,permanent,18/07/2022,254128.1,ACTIVE,Galle,EMP002015,28
EMP003498,Roshan,Harris,MALE,03/09/1971,emp003498@company.lk,0713151662,D009,LEGAL,Contract Manager,Full-Time,01-30-2020,327241.73,active,Matara,EMP016702,1
EMP000454,Hasini,Garcia,Man,22/11/1991,emp000454@company.lk,0730773615,D004,marketing,Campaign Manager,Full-Time,14 Oct 2018,316892.68,Terminated,Colombo,EMP003967,7
EMP015627,Vishwa,Gunasekara,male,07-21-1980,emp015627@company.lk,0736828486,D004,marketing,SEO Specialist,permanent,30 Jun 2020,132791.15,ACTIVE,Kurunegala,EMP006698,0
EMP001711,Iresha,Wimalasuriya,F,1984/10/08,emp001711@company.lk,0743647146,D012,Procurment,Purchasing Executive,Permanent,"August 06, 2017",247617.41,ACTIVE,,EMP000298,20
EMP002396,Sarah,Anderson,Female,04-11-1983,,0730092914,D007,Cust Support,Customer Success Manager,CONTRACT,"August 11, 2017",238830.9,terminated,Kandy,EMP010367,29
EMP001271,Kevin,Karunaratne,Man,1999-02-01,,0740084550,D005,Fiance,Accountant,,12-16-2014,185622.73,active,Colombo,EMP012996,21
EMP010871,Daniel,Goonatilleke,m,29/04/1980,emp010871@company.lk,0713064587,D011,Admin,Facilities Manager,Permanent,02/11/2012,165981.37,terminated,Gampaha,,16
